site_code,location_code,sku,lot_number,serial_number,quantity,uom,stock_class,unit_cost,expiry_date,counted_on,pv_ref_ext,pv_line_ref_ext
CMF-ALIGARH,BIN-C02,WELD-WIRE-1.2,LOT-0115,,832.300000,KG,vmi,,,2026-09-19,PV-SHEET-08,19
CMF-ALIGARH,BIN-B01,CUST-SHEET-3MM,LOT-0116,,2231.500000,KG,job_work,58.0000,,2026-09-19,PV-SHEET-08,20
CMF-ALIGARH,BIN-A02,CUST-PLATE-8MM,LOT-0117,,819.500000,KG,job_work,64.0000,2027-10-28,2026-09-19,PV-SHEET-08,21
CMF-ALIGARH,BIN-C02,RM-SHEET-2MM,LOT-0118,,516.900000,KG,owned,84.5000,,2026-09-19,PV-SHEET-08,22
CMF-ALIGARH,BIN-A02,RM-ROD-16MM,LOT-0119,,1050.700000,KG,owned,99.5000,2028-11-28,2026-09-19,PV-SHEET-08,23
CMF-ALIGARH,BIN-R02,FAST-M10-NUT,LOT-0120,,705.000000,EA,consignment,,,2026-09-19,PV-SHEET-08,24
CMF-ALIGARH,BIN-B02,MTR-3.7KW,,SN-88027,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-08,25
CMF-ALIGARH,BIN-C02,RM-COIL-3MM,LOT-0121,,1048.200000,KG,owned,69.5000,2027-08-28,2026-09-19,PV-SHEET-09,1
CMF-ALIGARH,BIN-B02,FAST-M10-NUT,LOT-0122,,587.000000,EA,consignment,,,2026-09-19,PV-SHEET-09,2
CMF-ALIGARH,BIN-C02,RM-COIL-2MM,LOT-0123,,1048.900000,KG,owned,62.0000,,2026-09-19,PV-SHEET-09,3
CMF-ALIGARH,BIN-B01,CUST-PLATE-8MM,LOT-0124,,72.000000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-09,4
CMF-ALIGARH,BIN-A01,PKG-PALLET,,,83.000000,EA,owned,50.2500,,2026-09-19,PV-SHEET-09,5
CMF-ALIGARH,BIN-R02,RM-SHEET-1MM,LOT-0125,,1196.100000,KG,owned,77.0000,,2026-09-19,PV-SHEET-09,6
CMF-ALIGARH,BIN-B01,BRG-6204,,,329.000000,EA,owned,113.2500,,2026-09-19,PV-SHEET-09,7
CMF-ALIGARH,BIN-B02,RM-ROD-12MM,LOT-0126,,1990.900000,KG,owned,92.0000,,2026-09-19,PV-SHEET-09,8
CMF-ALIGARH,BIN-R02,CUST-PLATE-8MM,LOT-0127,,968.600000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-09,9
CMF-ALIGARH,BIN-R01,CUST-ROD-20MM,LOT-0128,,1116.100000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-09,10
CMF-ALIGARH,BIN-A01,RM-ROD-16MM,LOT-0129,,95.000000,KG,owned,99.5000,,2026-09-19,PV-SHEET-09,11
CMF-ALIGARH,BIN-J02,WELD-WIRE-1.2,LOT-0130,,1234.300000,EA,vmi,,,2026-09-19,PV-SHEET-09,12
CMF-ALIGARH,BIN-B02,RM-PLATE-6MM,LOT-0131,,616.000000,KG,owned,114.5000,,2026-09-19,PV-SHEET-09,13
CMF-ALIGARH,BIN-A02,BRG-6306,,,717.000000,EA,owned,134.2500,,2026-09-19,PV-SHEET-09,14
CMF-ALIGARH,BIN-A02,CUST-PLATE-8MM,LOT-0132,,427.400000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-09,15
CMF-ALIGARH,BIN-R02,SEAL-35MM,,,43.000000,EA,owned,155.2500,,2026-09-19,PV-SHEET-09,16
CMF-ALIGARH,BIN-A02,RM-PIPE-25NB,LOT-0133,,1936.300000,KG,owned,107.0000,2028-09-28,2026-09-19,PV-SHEET-09,17
CMF-ALIGARH,BIN-C02,MTR-3.7KW,,SN-88028,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-09,18
CMF-ALIGARH,BIN-A01,CUST-SHEET-3MM,LOT-0136,,782.200000,KG,job_work,58.0000,,2026-09-19,PV-SHEET-09,19
CMF-ALIGARH,BIN-R02,RM-ROD-16MM,LOT-0137,,2261.600000,KG,owned,99.5000,2027-03-28,2026-09-19,PV-SHEET-09,20
CMF-ALIGARH,BIN-B01,RM-ROD-12MM,LOT-0138,,1239.300000,KG,owned,92.0000,,2026-09-19,PV-SHEET-09,21
CMF-ALIGARH,BIN-A01,RM-COIL-3MM,LOT-0139,,1499.800000,KG,owned,69.5000,,2026-09-19,PV-SHEET-09,22
CMF-ALIGARH,BIN-R01,RM-SHEET-2MM,LOT-0140,,1746.700000,KG,owned,84.5000,,2026-09-19,PV-SHEET-09,23
CMF-ALIGARH,BIN-C01,MTR-3.7KW,,SN-88029,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-09,24
CMF-ALIGARH,BIN-C01,RM-SHEET-2MM,LOT-0141,,649.500000,KG,owned,84.5000,,2026-09-19,PV-SHEET-09,25
CMF-ALIGARH,BIN-J01,RM-COIL-3MM,LOT-0142,,530.500000,KG,owned,69.5000,,2026-09-19,PV-SHEET-10,1
CMF-ALIGARH,BIN-A02,RM-ROD-12MM,LOT-0143,,2185.700000,KG,owned,92.0000,,2026-09-19,PV-SHEET-10,2
CMF-ALIGARH,BIN-R01,PKG-CARTON-S,,,234.000000,EA,owned,8.2500,,2026-09-19,PV-SHEET-10,3
CMF-ALIGARH,BIN-J02,RM-SHEET-1MM,LOT-0144,,1926.100000,KG,owned,77.0000,,2026-09-19,PV-SHEET-10,4
CMF-ALIGARH,BIN-A02,RM-ROD-16MM,LOT-0145,,1860.000000,KG,owned,99.5000,,2026-09-19,PV-SHEET-10,5
CMF-ALIGARH,BIN-J02,RM-PLATE-6MM,LOT-0146,,1706.500000,KG,owned,114.5000,2028-06-28,2026-09-19,PV-SHEET-10,6
CMF-ALIGARH,BIN-A01,BRG-6204,,,42.000000,EA,owned,113.2500,,2026-09-19,PV-SHEET-10,7
CMF-ALIGARH,BIN-A02,CUST-ROD-20MM,LOT-0147,,463.700000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-10,8
CMF-ALIGARH,BIN-R02,MTR-7.5KW,,SN-88030,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-10,9
CMF-ALIGARH,BIN-A02,RM-SHEET-2MM,LOT-0148,,1498.400000,KG,owned,84.5000,,2026-09-19,PV-SHEET-10,10
CMF-ALIGARH,BIN-R02,PKG-CARTON-S,,,742.000000,EA,owned,8.2500,,2026-09-19,PV-SHEET-10,11
CMF-ALIGARH,BIN-A01,PROTO-BRKT-V3,,,329.000000,EA,prototype,,,2026-09-19,PV-SHEET-10,12
CMF-ALIGARH,BIN-J02,CUST-ROD-20MM,LOT-0149,,1063.800000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-10,13
CMF-ALIGARH,BIN-A02,RM-PIPE-25NB,LOT-0150,,2350.200000,KG,owned,107.0000,,2026-09-19,PV-SHEET-10,14
CMF-ALIGARH,BIN-B02,RM-ROD-16MM,LOT-0151,,131.200000,KG,owned,99.5000,,2026-09-19,PV-SHEET-10,15
CMF-ALIGARH,BIN-C02,WELD-WIRE-1.2,LOT-0152,,22.700000,KG,vmi,,2027-12-28,2026-09-19,PV-SHEET-10,16
CMF-ALIGARH,BIN-B01,RM-ROD-12MM,LOT-0153,,2270.500000,KG,owned,92.0000,,2026-09-19,PV-SHEET-10,17
CMF-ALIGARH,BIN-B01,RM-COIL-2MM,LOT-0154,,1769.600000,KG,owned,62.0000,,2026-09-19,PV-SHEET-10,18
CMF-ALIGARH,BIN-C01,RM-PIPE-25NB,LOT-0155,,2088.100000,KG,owned,107.0000,,2026-09-19,PV-SHEET-10,19
CMF-ALIGARH,BIN-C01,FAST-M8-BOLT,LOT-0156,,709.000000,EA,consignment,,2028-08-28,2026-09-19,PV-SHEET-10,20
CMF-ALIGARH,BIN-A02,SEAL-35MM,,,552.000000,EA,owned,155.2500,,2026-09-19,PV-SHEET-10,21
CMF-ALIGARH,BIN-A02,RM-SHEET-2MM,LOT-0157,,758.000000,KG,owned,84.5000,,2026-09-19,PV-SHEET-10,22
CMF-ALIGARH,BIN-B01,BRG-6306,,,572.000000,EA,owned,134.2500,,2026-09-19,PV-SHEET-10,23
CMF-ALIGARH,BIN-B01,CUST-ROD-20MM,LOT-0158,,2004.500000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-10,24
CMF-ALIGARH,BIN-B01,MTR-7.5KW,,SN-88031,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-10,25
CMF-ALIGARH,BIN-R01,GEARBOX-40,,SN-88032,1,EA,owned,17900.0000,,2026-09-19,PV-SHEET-11,1
CMF-ALIGARH,BIN-C01,MTR-7.5KW,,SN-88033,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-11,2
CMF-ALIGARH,BIN-B01,PKG-CARTON-L,,,788.000000,EA,owned,29.2500,,2026-09-19,PV-SHEET-11,3
CMF-ALIGARH,BIN-R01,MTR-3.7KW,,SN-88034,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-11,4
CMF-ALIGARH,BIN-J02,CUST-ROD-20MM,LOT-0159,,1696.100000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-11,5
CMF-ALIGARH,BIN-J02,RM-SHEET-1MM,LOT-0160,,808.600000,KG,owned,77.0000,,2026-09-19,PV-SHEET-11,6
CMF-ALIGARH,BIN-J01,PKG-CARTON-S,,,211.000000,EA,owned,8.2500,,2026-09-19,PV-SHEET-11,7
CMF-ALIGARH,BIN-A02,CUST-SHEET-3MM,LOT-0161,,767.200000,KG,job_work,58.0000,,2026-09-19,PV-SHEET-11,8
CMF-ALIGARH,BIN-C01,RM-ROD-16MM,LOT-0162,,1430.500000,KG,owned,99.5000,2027-11-28,2026-09-19,PV-SHEET-11,9
CMF-ALIGARH,BIN-J01,RM-PIPE-25NB,LOT-0163,,1160.000000,KG,owned,107.0000,,2026-09-19,PV-SHEET-11,10
CMF-ALIGARH,BIN-J01,CUST-PLATE-8MM,LOT-0164,,729.600000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-11,11
CMF-ALIGARH,BIN-C02,FAST-M8-BOLT,LOT-0165,,798.000000,EA,consignment,,,2026-09-19,PV-SHEET-11,12
CMF-ALIGARH,BIN-J02,MTR-3.7KW,,SN-88036,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-11,13
CMF-ALIGARH,BIN-C02,RM-PIPE-25NB,LOT-0166,,907.000000,KG,owned,107.0000,,2026-09-19,PV-SHEET-11,14
CMF-ALIGARH,BIN-B02,RM-COIL-2MM,LOT-0167,,2393.800000,KG,owned,62.0000,,2026-09-19,PV-SHEET-11,15
CMF-ALIGARH,BIN-A02,RM-SHEET-1MM,LOT-0168,,110.400000,KG,owned,77.0000,,2026-09-19,PV-SHEET-11,16
CMF-ALIGARH,BIN-B02,RM-ROD-12MM,LOT-0169,,2011.600000,KG,owned,92.0000,,2026-09-19,PV-SHEET-11,17
CMF-ALIGARH,BIN-B02,RM-SHEET-1MM,LOT-0170,,2336.500000,KG,owned,77.0000,,2026-09-19,PV-SHEET-11,18
CMF-ALIGARH,BIN-A02,MTR-3.7KW,,SN-88037,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-11,19
CMF-ALIGARH,BIN-R02,GEARBOX-40,,SN-88038,1,EA,owned,17900.0000,,2026-09-19,PV-SHEET-11,20
CMF-ALIGARH,BIN-R01,FAST-M8-BOLT,LOT-0171,,380.000000,EA,consignment,,,2026-09-19,PV-SHEET-11,21
CMF-ALIGARH,BIN-J01,FAST-M10-NUT,LOT-0172,,669.000000,EA,consignment,,2027-06-28,2026-09-19,PV-SHEET-11,22
CMF-ALIGARH,BIN-B01,RM-ROD-16MM,LOT-0173,,831.400000,KG,owned,99.5000,,2026-09-19,PV-SHEET-11,23
CMF-ALIGARH,BIN-A02,GEARBOX-40,,SN-88039,1,EA,owned,17900.0000,,2026-09-19,PV-SHEET-11,24
CMF-ALIGARH,BIN-C01,WELD-WIRE-1.2,LOT-0174,,20.000000,KG,vmi,,2027-07-28,2026-09-19,PV-SHEET-11,25
CMF-ALIGARH,BIN-B02,RM-PLATE-6MM,LOT-0175,,1683.600000,KG,owned,114.5000,,2026-09-19,PV-SHEET-12,1
CMF-ALIGARH,BIN-B02,VFD-5HP,,SN-88040,1,EA,owned,22100.0000,,2026-09-19,PV-SHEET-12,2
CMF-ALIGARH,BIN-A01,CUST-ROD-20MM,LOT-0176,,1330.300000,KG,job_work,70.0000,,2026-09-19,PV-SHEET-12,3
CMF-ALIGARH,BIN-R02,FAST-M8-BOLT,LOT-0177,,466.000000,EA,consignment,,,2026-09-19,PV-SHEET-12,4
CMF-ALIGARH,BIN-A02,RM-COIL-3MM,LOT-0178,,2414.200000,KG,owned,69.5000,,2026-09-19,PV-SHEET-12,5
CMF-ALIGARH,BIN-B01,MTR-7.5KW,,SN-88041,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-12,6
CMF-ALIGARH,BIN-R02,RM-COIL-2MM,LOT-0179,,363.900000,KG,owned,62.0000,2028-01-28,2026-09-19,PV-SHEET-12,7
CMF-ALIGARH,BIN-C01,VFD-5HP,,SN-88042,1,EA,owned,22100.0000,,2026-09-19,PV-SHEET-12,8
CMF-ALIGARH,BIN-A02,MTR-7.5KW,,SN-88043,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-12,9
CMF-ALIGARH,BIN-B02,RM-SHEET-2MM,LOT-0180,,696.900000,KG,owned,84.5000,2028-08-28,2026-09-19,PV-SHEET-12,10
CMF-ALIGARH,BIN-J02,PKG-CARTON-L,,,379.000000,EA,owned,29.2500,,2026-09-19,PV-SHEET-12,11
CMF-ALIGARH,BIN-B01,VFD-5HP,,SN-88044,1,EA,owned,22100.0000,,2026-09-19,PV-SHEET-12,12
CMF-ALIGARH,BIN-R01,RM-COIL-2MM,LOT-0181,,434.100000,KG,owned,62.0000,2027-07-28,2026-09-19,PV-SHEET-12,13
CMF-ALIGARH,BIN-B02,CUST-PLATE-8MM,LOT-0182,,1490.600000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-12,14
CMF-ALIGARH,BIN-R01,FAST-M10-NUT,LOT-0183,,780.000000,EA,consignment,,,2026-09-19,PV-SHEET-12,15
CMF-ALIGARH,BIN-R01,MTR-3.7KW,,SN-88045,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-12,16
CMF-ALIGARH,BIN-B01,CUST-ROD-20MM,LOT-0184,,1654.400000,KG,job_work,70.0000,2027-06-28,2026-09-19,PV-SHEET-12,17
CMF-ALIGARH,BIN-A01,RM-COIL-3MM,LOT-0185,,733.500000,KG,owned,69.5000,,2026-09-19,PV-SHEET-12,18
CMF-ALIGARH,BIN-C02,RM-PLATE-6MM,LOT-0186,,1736.000000,KG,owned,114.5000,,2026-09-19,PV-SHEET-12,19
CMF-ALIGARH,BIN-J02,CUST-PLATE-8MM,LOT-0187,,1947.100000,KG,job_work,64.0000,,2026-09-19,PV-SHEET-12,20
CMF-ALIGARH,BIN-A02,CUST-SHEET-3MM,LOT-0188,,1386.100000,KG,job_work,58.0000,2028-12-28,2026-09-19,PV-SHEET-12,21
CMF-ALIGARH,BIN-B01,PKG-PALLET,,,11.000000,EA,owned,50.2500,,2026-09-19,PV-SHEET-12,22
CMF-ALIGARH,BIN-J02,PKG-PALLET,,,12.000000,EA,owned,50.2500,,2026-09-19,PV-SHEET-12,23
CMF-ALIGARH,BIN-C02,MTR-7.5KW,,SN-88046,1,EA,owned,13700.0000,,2026-09-19,PV-SHEET-12,24
CMF-ALIGARH,BIN-J02,GHOST-001,,,5.000000,EA,owned,1.0000,,2026-09-19,PV-SHEET-12,25
CMF-ALIGARH,BIN-B02,GHOST-002,,,5.000000,EA,owned,1.0000,,2026-09-19,PV-SHEET-13,1
CMF-ALIGARH,BIN-J02,FAST-M8-BOLT,LOT-0049,,247.000000,EA,consignment,,2027-05-28,2026-09-19,PV-SHEET-13,2
CMF-ALIGARH,BIN-A02,MTR-3.7KW,,SN-88005,1,EA,owned,9500.0000,,2026-09-19,PV-SHEET-13,3
